product_basket,family,SF_type,orders_count,ship_to_count,ship_to_total,ship_to_perc,running_perc
PPE,EYE PROTECTION,CORP,26,1,1879,0.0005321979776476849,0.9962746141564663
PPE,EYE PROTECTION,CORP,27,3,1879,0.0015965939329430547,0.9978712080894094
PPE,EYE PROTECTION,CORP,29,2,1879,0.0010643959552953698,0.9989356040447048
PPE,EYE PROTECTION,CORP,33,1,1879,0.0005321979776476849,0.9994678020223525
PPE,EYE PROTECTION,CORP,36,1,1879,0.0005321979776476849,1.0000000000000002
PPE,EYE PROTECTION,SMB,1,2419,4075,0.5936196319018405,0.5936196319018405
PPE,EYE PROTECTION,SMB,2,738,4075,0.1811042944785276,0.7747239263803681
PPE,EYE PROTECTION,SMB,3,357,4075,0.08760736196319019,0.8623312883435583
PPE,EYE PROTECTION,SMB,4,159,4075,0.03901840490797546,0.9013496932515338
PPE,EYE PROTECTION,SMB,5,128,4075,0.03141104294478528,0.932760736196319
PPE,EYE PROTECTION,SMB,6,67,4075,0.016441717791411042,0.9492024539877301
PPE,EYE PROTECTION,SMB,7,40,4075,0.0098159509202454,0.9590184049079755
PPE,EYE PROTECTION,SMB,8,43,4075,0.010552147239263805,0.9695705521472393
PPE,EYE PROTECTION,SMB,9,22,4075,0.005398773006134969,0.9749693251533743
PPE,EYE PROTECTION,SMB,10,28,4075,0.0068711656441717795,0.9818404907975461
PPE,EYE PROTECTION,SMB,11,12,4075,0.00294478527607362,0.9847852760736198
PPE,EYE PROTECTION,SMB,12,13,4075,0.0031901840490797546,0.9879754601226995
PPE,EYE PROTECTION,SMB,13,16,4075,0.00392638036809816,0.9919018404907977
PPE,EYE PROTECTION,SMB,14,6,4075,0.00147239263803681,0.9933742331288344
PPE,EYE PROTECTION,SMB,15,4,4075,0.00098159509202454,0.994355828220859
PPE,EYE PROTECTION,SMB,16,5,4075,0.001226993865030675,0.9955828220858897
PPE,EYE PROTECTION,SMB,17,1,4075,0.000245398773006135,0.9958282208588958
PPE,EYE PROTECTION,SMB,18,1,4075,0.000245398773006135,0.9960736196319019
PPE,EYE PROTECTION,SMB,19,4,4075,0.00098159509202454,0.9970552147239264
PPE,EYE PROTECTION,SMB,21,2,4075,0.00049079754601227,0.9975460122699387
PPE,EYE PROTECTION,SMB,22,3,4075,0.000736196319018405,0.9982822085889571
PPE,EYE PROTECTION,SMB,23,1,4075,0.000245398773006135,0.9985276073619632
PPE,EYE PROTECTION,SMB,24,4,4075,0.00098159509202454,0.9995092024539878
PPE,EYE PROTECTION,SMB,26,1,4075,0.000245398773006135,0.9997546012269939
PPE,EYE PROTECTION,SMB,36,1,4075,0.000245398773006135,1.0
PPE,FALL PROTECTION,CORP,1,104,152,0.6842105263157895,0.6842105263157895
PPE,FALL PROTECTION,CORP,2,26,152,0.17105263157894737,0.8552631578947368
PPE,FALL PROTECTION,CORP,3,13,152,0.08552631578947369,0.9407894736842105
PPE,FALL PROTECTION,CORP,4,5,152,0.03289473684210526,0.9736842105263158
PPE,FALL PROTECTION,CORP,5,2,152,0.013157894736842105,0.986842105263158
PPE,FALL PROTECTION,CORP,6,1,152,0.006578947368421052,0.993421052631579
PPE,FALL PROTECTION,CORP,11,1,152,0.006578947368421052,1.0
PPE,FALL PROTECTION,SMB,1,337,510,0.6607843137254902,0.6607843137254902
PPE,FALL PROTECTION,SMB,2,93,510,0.18235294117647058,0.8431372549019608
PPE,FALL PROTECTION,SMB,3,36,510,0.07058823529411765,0.9137254901960784
PPE,FALL PROTECTION,SMB,4,18,510,0.03529411764705882,0.9490196078431372
PPE,FALL PROTECTION,SMB,5,15,510,0.029411764705882353,0.9784313725490196
PPE,FALL PROTECTION,SMB,6,5,510,0.00980392156862745,0.988235294117647
PPE,FALL PROTECTION,SMB,7,3,510,0.0058823529411764705,0.9941176470588234
PPE,FALL PROTECTION,SMB,8,2,510,0.00392156862745098,0.9980392156862744
PPE,FALL PROTECTION,SMB,11,1,510,0.00196078431372549,0.9999999999999999
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,1,6064,15679,0.3867593596530391,0.3867593596530391
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,2,2930,15679,0.18687416289304165,0.5736335225460807
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,3,1871,15679,0.11933159002487403,0.6929651125709547
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,4,1396,15679,0.08903629057975636,0.7820014031507111
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,5,937,15679,0.05976146437910581,0.8417628675298169
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,6,650,15679,0.041456725556476816,0.8832195930862937
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,7,450,15679,0.028700810000637796,0.9119204030869316
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,8,335,15679,0.02136615855603036,0.933286561642962
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,9,239,15679,0.015243319089227629,0.9485298807321896
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,10,197,15679,0.012564576822501434,0.961094457554691
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,11,153,15679,0.009758275400216851,0.9708527329549079
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,12,101,15679,0.006441737355698705,0.9772944703106067
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,13,73,15679,0.0046559091778812425,0.981950379488488
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,14,76,15679,0.004847247911218828,0.9867976273997068
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,15,49,15679,0.00312519931118056,0.9899228267108874
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,16,37,15679,0.0023598443778302188,0.9922826710887176
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,17,27,15679,0.0017220486000382677,0.9940047196887558
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,18,19,15679,0.001211811977804707,0.9952165316665605
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,19,16,15679,0.0010204732444671217,0.9962370049110276
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,20,14,15679,0.0008929140889087315,0.9971299189999363
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,21,14,15679,0.0008929140889087315,0.998022833088845
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,22,8,15679,0.0005102366222335609,0.9985330697110786
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,23,3,15679,0.0001913387333375853,0.9987244084444161
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,24,4,15679,0.00025511831111678043,0.9989795267555329
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,25,3,15679,0.0001913387333375853,0.9991708654888705
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,26,4,15679,0.00025511831111678043,0.9994259837999873
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,27,3,15679,0.0001913387333375853,0.9996173225333248
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,28,1,15679,6.377957777919511e-05,0.999681102111104
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,29,1,15679,6.377957777919511e-05,0.9997448816888831
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,30,1,15679,6.377957777919511e-05,0.9998086612666622
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,31,1,15679,6.377957777919511e-05,0.9998724408444414
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,33,1,15679,6.377957777919511e-05,0.9999362204222205
PPE,FIRST AID & MEDICAL EQUIPMENT,CORP,34,1,15679,6.377957777919511e-05,0.9999999999999997
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,1,7302,14126,0.5169191561659352,0.5169191561659352
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,2,2693,14126,0.1906413705224409,0.7075605266883761
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,3,1368,14126,0.09684270140167067,0.8044032280900468
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,4,803,14126,0.0568455330596064,0.8612487611496532
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,5,538,14126,0.038085799235452356,0.8993345603851055
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,6,372,14126,0.026334418802208694,0.9256689791873142
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,7,269,14126,0.019042899617726178,0.9447118788050404
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,8,184,14126,0.013025626504318278,0.9577375053093586
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,9,139,14126,0.009840011326631743,0.9675775166359903
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,10,111,14126,0.007857850771626788,0.9754353674076172
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,11,70,14126,0.004955401387512388,0.9803907687951295
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,12,61,14126,0.004318278351975081,0.9847090471471046
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,13,40,14126,0.002831657935721365,0.987540705082826
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,14,35,14126,0.002477700693756194,0.9900184057765822
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,15,31,14126,0.0021945349001840577,0.9922129406767662
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,16,22,14126,0.0015574118646467508,0.993770352541413
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,17,14,14126,0.0009910802775024777,0.9947614328189155
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,18,12,14126,0.0008494973807164094,0.9956109301996319
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,19,17,14126,0.00120345462268158,0.9968143848223134
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,20,6,14126,0.0004247486903582047,0.9972391335126717
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,21,7,14126,0.0004955401387512388,0.9977346736514229
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,22,6,14126,0.0004247486903582047,0.9981594223417811
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,23,7,14126,0.0004955401387512388,0.9986549624805323
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,24,2,14126,0.00014158289678606824,0.9987965453773184
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,25,4,14126,0.0002831657935721365,0.9990797111708906
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,26,2,14126,0.00014158289678606824,0.9992212940676767
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,27,1,14126,7.079144839303412e-05,0.9992920855160697
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,28,1,14126,7.079144839303412e-05,0.9993628769644628
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,29,2,14126,0.00014158289678606824,0.9995044598612489
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,30,2,14126,0.00014158289678606824,0.999646042758035
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,31,2,14126,0.00014158289678606824,0.9997876256548212
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,32,1,14126,7.079144839303412e-05,0.9998584171032142
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,33,1,14126,7.079144839303412e-05,0.9999292085516073
PPE,FIRST AID & MEDICAL EQUIPMENT,SMB,35,1,14126,7.079144839303412e-05,1.0000000000000002
PPE,FOOTWEAR,CORP,1,1265,3479,0.36361023282552457,0.36361023282552457
PPE,FOOTWEAR,CORP,2,568,3479,0.16326530612244897,0.5268755389479736
PPE,FOOTWEAR,CORP,3,389,3479,0.11181373958033917,0.6386892785283127
PPE,FOOTWEAR,CORP,4,251,3479,0.07214716872664559,0.7108364472549583
PPE,FOOTWEAR,CORP,5,198,3479,0.05691290600747341,0.7677493532624318
PPE,FOOTWEAR,CORP,6,142,3479,0.04081632653061224,0.8085656797930441
PPE,FOOTWEAR,CORP,7,136,3479,0.03909169301523426,0.8476573728082784
PPE,FOOTWEAR,CORP,8,90,3479,0.025869502730669732,0.873526875538948
PPE,FOOTWEAR,CORP,9,72,3479,0.020695602184535786,0.8942224777234838
PPE,FOOTWEAR,CORP,10,56,3479,0.01609657947686117,0.910319057200345
PPE,FOOTWEAR,CORP,11,51,3479,0.01465938488071285,0.9249784420810578
PPE,FOOTWEAR,CORP,12,25,3479,0.007185972980741593,0.9321644150617995
PPE,FOOTWEAR,CORP,13,26,3479,0.0074734118999712565,0.9396378269617708
PPE,FOOTWEAR,CORP,14,29,3479,0.008335728657660248,0.9479735556194311
PPE,FOOTWEAR,CORP,15,19,3479,0.0054613394653636104,0.9534348950847947
PPE,FOOTWEAR,CORP,16,20,3479,0.005748778384593274,0.959183673469388
PPE,FOOTWEAR,CORP,17,16,3479,0.004599022707674619,0.9637826961770627
PPE,FOOTWEAR,CORP,18,16,3479,0.004599022707674619,0.9683817188847373
PPE,FOOTWEAR,CORP,19,14,3479,0.004024144869215292,0.9724058637539527
PPE,FOOTWEAR,CORP,20,7,3479,0.002012072434607646,0.9744179361885603
PPE,FOOTWEAR,CORP,21,11,3479,0.0031618281115263006,0.9775797643000866
PPE,FOOTWEAR,CORP,22,7,3479,0.002012072434607646,0.9795918367346943
PPE,FOOTWEAR,CORP,23,12,3479,0.0034492670307559644,0.9830411037654503
PPE,FOOTWEAR,CORP,24,6,3479,0.0017246335153779822,0.9847657372808283
PPE,FOOTWEAR,CORP,25,5,3479,0.0014371945961483186,0.9862029318769766
PPE,FOOTWEAR,CORP,26,5,3479,0.0014371945961483186,0.9876401264731249
PPE,FOOTWEAR,CORP,27,4,3479,0.0011497556769186547,0.9887898821500436
PPE,FOOTWEAR,CORP,28,5,3479,0.0014371945961483186,0.9902270767461919
PPE,FOOTWEAR,CORP,29,5,3479,0.0014371945961483186,0.9916642713423403
PPE,FOOTWEAR,CORP,30,6,3479,0.0017246335153779822,0.9933889048577182
PPE,FOOTWEAR,CORP,31,3,3479,0.0008623167576889911,0.9942512216154072
PPE,FOOTWEAR,CORP,32,5,3479,0.0014371945961483186,0.9956884162115556
PPE,FOOTWEAR,CORP,33,4,3479,0.0011497556769186547,0.9968381718884742
PPE,FOOTWEAR,CORP,34,4,3479,0.0011497556769186547,0.9979879275653929
PPE,FOOTWEAR,CORP,35,2,3479,0.0005748778384593274,0.9985628054038522
PPE,FOOTWEAR,CORP,36,2,3479,0.0005748778384593274,0.9991376832423116
PPE,FOOTWEAR,CORP,37,3,3479,0.0008623167576889911,1.0000000000000004
PPE,FOOTWEAR,SMB,1,2885,7780,0.3708226221079691,0.3708226221079691
PPE,FOOTWEAR,SMB,2,1254,7780,0.16118251928020566,0.5320051413881748
PPE,FOOTWEAR,SMB,3,703,7780,0.0903598971722365,0.6223650385604113
PPE,FOOTWEAR,SMB,4,504,7780,0.06478149100257069,0.687146529562982
PPE,FOOTWEAR,SMB,5,411,7780,0.05282776349614396,0.7399742930591259
PPE,FOOTWEAR,SMB,6,277,7780,0.03560411311053985,0.7755784061696658
PPE,FOOTWEAR,SMB,7,243,7780,0.031233933161953727,0.8068123393316196
PPE,FOOTWEAR,SMB,8,210,7780,0.02699228791773779,0.8338046272493573
PPE,FOOTWEAR,SMB,9,150,7780,0.019280205655526992,0.8530848329048843
PPE,FOOTWEAR,SMB,10,133,7780,0.017095115681233935,0.8701799485861182
PPE,FOOTWEAR,SMB,11,129,7780,0.016580976863753212,0.8867609254498715
PPE,FOOTWEAR,SMB,12,98,7780,0.012596401028277636,0.8993573264781491
PPE,FOOTWEAR,SMB,13,101,7780,0.012982005141388175,0.9123393316195373
PPE,FOOTWEAR,SMB,14,79,7780,0.010154241645244215,0.9224935732647815
PPE,FOOTWEAR,SMB,15,72,7780,0.009254498714652956,0.9317480719794345
PPE,FOOTWEAR,SMB,16,63,7780,0.008097686375321336,0.9398457583547559
PPE,FOOTWEAR,SMB,17,65,7780,0.008354755784061696,0.9482005141388177
PPE,FOOTWEAR,SMB,18,50,7780,0.006426735218508998,0.9546272493573267
PPE,FOOTWEAR,SMB,19,49,7780,0.006298200514138818,0.9609254498714654
PPE,FOOTWEAR,SMB,20,43,7780,0.005526992287917738,0.9664524421593832
PPE,FOOTWEAR,SMB,21,40,7780,0.005141388174807198,0.9715938303341904
PPE,FOOTWEAR,SMB,22,33,7780,0.004241645244215938,0.9758354755784063
PPE,FOOTWEAR,SMB,23,33,7780,0.004241645244215938,0.9800771208226222
PPE,FOOTWEAR,SMB,24,26,7780,0.0033419023136246786,0.9834190231362469
PPE,FOOTWEAR,SMB,25,25,7780,0.003213367609254499,0.9866323907455014
PPE,FOOTWEAR,SMB,26,12,7780,0.0015424164524421595,0.9881748071979435
PPE,FOOTWEAR,SMB,27,11,7780,0.0014138817480719794,0.9895886889460155
PPE,FOOTWEAR,SMB,28,18,7780,0.002313624678663239,0.9919023136246787
PPE,FOOTWEAR,SMB,29,12,7780,0.0015424164524421595,0.9934447300771209
PPE,FOOTWEAR,SMB,30,14,7780,0.0017994858611825194,0.9952442159383034
PPE,FOOTWEAR,SMB,31,8,7780,0.0010282776349614395,0.9962724935732649
PPE,FOOTWEAR,SMB,32,4,7780,0.0005141388174807198,0.9967866323907456
PPE,FOOTWEAR,SMB,33,5,7780,0.0006426735218508997,0.9974293059125965
PPE,FOOTWEAR,SMB,34,8,7780,0.0010282776349614395,0.998457583547558
PPE,FOOTWEAR,SMB,35,5,7780,0.0006426735218508997,0.9991002570694089
PPE,FOOTWEAR,SMB,36,3,7780,0.00038560411311053987,0.9994858611825194
PPE,FOOTWEAR,SMB,37,4,7780,0.0005141388174807198,1.0
PPE,HAND PROTECTION,CORP,1,5294,10462,0.5060217931561843,0.5060217931561843
PPE,HAND PROTECTION,CORP,2,2061,10462,0.19699866182374307,0.7030204549799274
PPE,HAND PROTECTION,CORP,3,922,10462,0.08812846492066527,0.7911489199005927
PPE,HAND PROTECTION,CORP,4,570,10462,0.054482890460714965,0.8456318103613076
PPE,HAND PROTECTION,CORP,5,387,10462,0.0369910151022749,0.8826228254635825
PPE,HAND PROTECTION,CORP,6,246,10462,0.023513668514624355,0.9061364939782068
PPE,HAND PROTECTION,CORP,7,204,10462,0.01949913974383483,0.9256356337220417
PPE,HAND PROTECTION,CORP,8,139,10462,0.013286178550946283,0.938921812272988
PPE,HAND PROTECTION,CORP,9,116,10462,0.011087746128847257,0.9500095584018352
PPE,HAND PROTECTION,CORP,10,88,10462,0.008411393614987574,0.9584209520168228
PPE,HAND PROTECTION,CORP,11,56,10462,0.005352705027719365,0.9637736570445421
PPE,HAND PROTECTION,CORP,12,47,10462,0.004492448862550182,0.9682661059070923
PPE,HAND PROTECTION,CORP,13,33,10462,0.0031542726056203404,0.9714203785127126
PPE,HAND PROTECTION,CORP,14,35,10462,0.0033454406423246035,0.9747658191550371
PPE,HAND PROTECTION,CORP,15,24,10462,0.0022940164404511567,0.9770598355954883
PPE,HAND PROTECTION,CORP,16,25,10462,0.0023896004588032883,0.9794494360542916
PPE,HAND PROTECTION,CORP,17,19,10462,0.001816096348690499,0.9812655324029821
PPE,HAND PROTECTION,CORP,18,19,10462,0.001816096348690499,0.9830816287516726
PPE,HAND PROTECTION,CORP,19,24,10462,0.0022940164404511567,0.9853756451921237
PPE,HAND PROTECTION,CORP,20,22,10462,0.0021028484037468936,0.9874784935958706
PPE,HAND PROTECTION,CORP,21,16,10462,0.0015293442936341044,0.9890078378895046
PPE,HAND PROTECTION,CORP,22,12,10462,0.0011470082202255784,0.9901548461097303
PPE,HAND PROTECTION,CORP,23,15,10462,0.0014337602752819729,0.9915886063850122
PPE,HAND PROTECTION,CORP,24,9,10462,0.0008602561651691837,0.9924488625501814
PPE,HAND PROTECTION,CORP,25,8,10462,0.0007646721468170522,0.9932135346969985
PPE,HAND PROTECTION,CORP,26,7,10462,0.0006690881284649206,0.9938826228254634
PPE,HAND PROTECTION,CORP,27,7,10462,0.0006690881284649206,0.9945517109539282
PPE,HAND PROTECTION,CORP,28,6,10462,0.0005735041101127892,0.9951252150640411
PPE,HAND PROTECTION,CORP,29,8,10462,0.0007646721468170522,0.9958898872108581
PPE,HAND PROTECTION,CORP,30,9,10462,0.0008602561651691837,0.9967501433760273
PPE,HAND PROTECTION,CORP,31,8,10462,0.0007646721468170522,0.9975148155228444
PPE,HAND PROTECTION,CORP,32,3,10462,0.0002867520550563946,0.9978015675779007
PPE,HAND PROTECTION,CORP,33,2,10462,0.00019116803670426305,0.997992735614605
PPE,HAND PROTECTION,CORP,34,4,10462,0.0003823360734085261,0.9983750716880135
PPE,HAND PROTECTION,CORP,35,4,10462,0.0003823360734085261,0.9987574077614221
PPE,HAND PROTECTION,CORP,36,7,10462,0.0006690881284649206,0.999426495889887
PPE,HAND PROTECTION,CORP,37,6,10462,0.0005735041101127892,0.9999999999999998
PPE,HAND PROTECTION,SMB,1,5749,13553,0.4241865269681989,0.4241865269681989
PPE,HAND PROTECTION,SMB,2,2299,13553,0.16963034014609313,0.593816867114292
PPE,HAND PROTECTION,SMB,3,1284,13553,0.09473917213900981,0.6885560392533019
PPE,HAND PROTECTION,SMB,4,793,13553,0.05851103076809563,0.7470670700213975
PPE,HAND PROTECTION,SMB,5,582,13553,0.04294252195085959,0.7900095919722571
PPE,HAND PROTECTION,SMB,6,447,13553,0.032981627683907624,0.8229912196561647
PPE,HAND PROTECTION,SMB,7,362,13553,0.026709953515826754,0.8497011731719915
PPE,HAND PROTECTION,SMB,8,290,13553,0.02139747657345237,0.8710986497454438
PPE,HAND PROTECTION,SMB,9,250,13553,0.018446100494355494,0.8895447502397993
PPE,HAND PROTECTION,SMB,10,202,13553,0.014904449199439238,0.9044491994392385
PPE,HAND PROTECTION,SMB,11,168,13553,0.012395779532206892,0.9168449789714455
PPE,HAND PROTECTION,SMB,12,147,13553,0.01084630709068103,0.9276912860621265
PPE,HAND PROTECTION,SMB,13,121,13553,0.008927912639268058,0.9366191987013945
PPE,HAND PROTECTION,SMB,14,116,13553,0.008558990629380949,0.9451781893307755
PPE,HAND PROTECTION,SMB,15,107,13553,0.007894931011584151,0.9530731203423596
PPE,HAND PROTECTION,SMB,16,87,13553,0.006419242972035712,0.9594923633143952
PPE,HAND PROTECTION,SMB,17,65,13553,0.004795986128532428,0.9642883494429276
PPE,HAND PROTECTION,SMB,18,78,13553,0.005755183354238914,0.9700435327971666
PPE,HAND PROTECTION,SMB,19,64,13553,0.004722201726555006,0.9747657345237216
PPE,HAND PROTECTION,SMB,20,42,13553,0.003098944883051723,0.9778646794067734
PPE,HAND PROTECTION,SMB,21,41,13553,0.003025160481074301,0.9808898398878476
PPE,HAND PROTECTION,SMB,22,38,13553,0.0028038072751420348,0.9836936471629897
PPE,HAND PROTECTION,SMB,23,25,13553,0.0018446100494355494,0.9855382572124253
PPE,HAND PROTECTION,SMB,24,37,13553,0.002730022873164613,0.9882682800855899
PPE,HAND PROTECTION,SMB,25,26,13553,0.0019183944514129714,0.9901866745370028
PPE,HAND PROTECTION,SMB,26,18,13553,0.0013281192355935954,0.9915147937725964
PPE,HAND PROTECTION,SMB,27,18,13553,0.0013281192355935954,0.99284291300819
PPE,HAND PROTECTION,SMB,28,15,13553,0.0011067660296613295,0.9939496790378514
PPE,HAND PROTECTION,SMB,29,18,13553,0.0013281192355935954,0.995277798273445
PPE,HAND PROTECTION,SMB,30,13,13553,0.0009591972257064857,0.9962369954991515
PPE,HAND PROTECTION,SMB,31,16,13553,0.0011805504316387515,0.9974175459307902
PPE,HAND PROTECTION,SMB,32,11,13553,0.0008116284217516418,0.9982291743525419
PPE,HAND PROTECTION,SMB,33,10,13553,0.0007378440197742198,0.998967018372316
PPE,HAND PROTECTION,SMB,34,4,13553,0.00029513760790968787,0.9992621559802257
PPE,HAND PROTECTION,SMB,35,2,13553,0.00014756880395484393,0.9994097247841806
PPE,HAND PROTECTION,SMB,36,6,13553,0.00044270641186453186,0.999852431196045
PPE,HAND PROTECTION,SMB,37,2,13553,0.00014756880395484393,0.9999999999999999
PPE,HEAD & FACE PROTECTION,CORP,1,558,861,0.6480836236933798,0.6480836236933798
PPE,HEAD & FACE PROTECTION,CORP,2,146,861,0.16957026713124274,0.8176538908246225
PPE,HEAD & FACE PROTECTION,CORP,3,52,861,0.06039488966318235,0.8780487804878048
PPE,HEAD & FACE PROTECTION,CORP,4,36,861,0.041811846689895474,0.9198606271777002
PPE,HEAD & FACE PROTECTION,CORP,5,20,861,0.023228803716608595,0.9430894308943089
PPE,HEAD & FACE PROTECTION,CORP,6,15,861,0.017421602787456445,0.9605110336817653
PPE,HEAD & FACE PROTECTION,CORP,7,9,861,0.010452961672473868,0.9709639953542392
PPE,HEAD & FACE PROTECTION,CORP,8,4,861,0.004645760743321719,0.9756097560975608
PPE,HEAD & FACE PROTECTION,CORP,9,6,861,0.006968641114982578,0.9825783972125435
PPE,HEAD & FACE PROTECTION,CORP,10,2,861,0.0023228803716608595,0.9849012775842043
PPE,HEAD & FACE PROTECTION,CORP,11,5,861,0.005807200929152149,0.9907084785133564
PPE,HEAD & FACE PROTECTION,CORP,12,2,861,0.0023228803716608595,0.9930313588850173
PPE,HEAD & FACE PROTECTION,CORP,14,2,861,0.0023228803716608595,0.9953542392566781
PPE,HEAD & FACE PROTECTION,CORP,16,1,861,0.0011614401858304297,0.9965156794425085
PPE,HEAD & FACE PROTECTION,CORP,17,1,861,0.0011614401858304297,0.9976771196283389
PPE,HEAD & FACE PROTECTION,CORP,18,1,861,0.0011614401858304297,0.9988385598141694
PPE,HEAD & FACE PROTECTION,CORP,27,1,861,0.0011614401858304297,0.9999999999999998
PPE,HEAD & FACE PROTECTION,SMB,1,1113,1709,0.6512580456407255,0.6512580456407255
PPE,HEAD & FACE PROTECTION,SMB,2,291,1709,0.1702750146284377,0.8215330602691633
